,DATE,ATNHPIUS45300Q,"1111 N Bayshore Blvd APT D4, Clearwater, FL 33759","1404 Spring Ln, Clearwater, FL 33755","2360 Irish Ln APT 44, Clearwater, FL 33763","3455 Countryside Blvd APT 108, Clearwater, FL 33761","445 Hamden Dr APT 403, Clearwater, FL 33767","2650 Countryside Blvd APT C108, Clearwater, FL 33761","363 S McMullen Booth Rd APT 108, Clearwater, FL 33759","2451 Golden Pasture Cir, Clearwater, FL 33764","812 Willowbranch Ave, Clearwater, FL 33764","29 Acacia St, Clearwater, FL 33767","1923 N Betty Ln, Clearwater, FL 33755","2458 Florentine Way APT 68, Clearwater, FL 33763","2274 Capri Dr, Clearwater, FL 33763","2007 N Keene Rd, Clearwater, FL 33755","2460 Franciscan Dr APT 44, Clearwater, FL 33763","1540 Gulf Blvd APT 2104, Clearwater, FL 33767","2886 Green Meadow Ct, Clearwater, FL 33761","880 Mandalay Ave APT C903, Clearwater, FL 33767","1290 Gulf Blvd APT 706, Clearwater, FL 33767","2453 Brazilia Dr APT 1, Clearwater, FL 33763","1433 S Belcher Rd APT B10, Clearwater, FL 33764","2465 Northside Dr APT 1704, Clearwater, FL 33761","2804 Edenwood St, Clearwater, FL 33759","2295 Americus Blvd E APT 55, Clearwater, FL 33763","637 Harbor Is, Clearwater, FL 33767","1612 N Betty Ln, Clearwater, FL 33755","121 Island Way APT 311, Clearwater, FL 33767","2240 Terrace Dr N, Clearwater, FL 33765","4563 Great Lakes Dr S, Clearwater, FL 33762","736 Island Way APT 102, Clearwater, FL 33767","1433 S Belcher Rd APT D1, Clearwater, FL 33764","3077 Casa Del Sol Cir APT 105, Clearwater, FL 33761","2746 Via Tivoli UNIT 114B, Clearwater, FL 33764","2709 Via Cipriani UNIT 514A, Clearwater, FL 33764","227 Bayside Dr, Clearwater, FL 33767","1210 Jackson Rd, Clearwater, FL 33755","101 S Fernwood Ave, Clearwater, FL 33765","3022 Oakmont Dr, Clearwater, FL 33761","2378 Ecuadorian Way APT 38, Clearwater, FL 33763","1281 Mission Cir, Clearwater, FL 33759","2291 Gulf To Bay Blvd, Clearwater, FL 33765","618 S Crest Ave, Clearwater, FL 33756","804 Eldorado Ave, Clearwater, FL 33767","404 Palm Bluff St, Clearwater, FL 33755","2468 Florentine Way APT 60, Clearwater, FL 33763","1621 Gulf Blvd APT 108, Clearwater, FL 33767","880 Mandalay Ave APT S411, Clearwater, FL 33767","661 Poinsettia Ave APT 105, Clearwater, FL 33767","400 Island Way APT 103, Clearwater, FL 33767","1225 Grove St, Clearwater, FL 33755","1224 Palm St, Clearwater, FL 33755","701 S Madison Ave APT 414, Clearwater, FL 33756","1621 Gulf Blvd APT 1108, Clearwater, FL 33767","830 S Gulfview Blvd APT 102, Clearwater, FL 33767","1390 Gulf Blvd APT 1204, Clearwater, FL 33767","700 N Osceola Ave APT 304, Clearwater, FL 33755","2650 Countryside Blvd APT B203, Clearwater, FL 33761","2468 Florentine Way APT 52, Clearwater, FL 33763","700 S Glenwood Ave, Clearwater, FL 33756","880 Mandalay Ave APT N403, Clearwater, FL 33767","2072 Australia Way W APT 24, Clearwater, FL 33763","644 Island Way APT 405, Clearwater, FL 33767","420 N Bayshore Blvd APT 108, Clearwater, FL 33759","349 S McMullen Booth Rd APT 125, Clearwater, FL 33759","3025 Oakmont Dr, Clearwater, FL 33761","1475 Byram Dr, Clearwater, FL 33755","1345 Drew St APT 7, Clearwater, FL 33755","1860 N Fort Harrison Ave APT 104, Clearwater, FL 33755","1537 Tilley Ave, Clearwater, FL 33756","1715 N Washington Ave, Clearwater, FL 33755","820 Druid Rd S, Clearwater, FL 33756","2331 Finlandia Ln APT 57, Clearwater, FL 33763","2293 Swedish Dr APT 45, Clearwater, FL 33763","2351 Irish Ln APT 31, Clearwater, FL 33763","1180 Gulf Blvd APT 901, Clearwater, FL 33767","2361 Ecuadorian Way APT 23, Clearwater, FL 33763","2254 Norwegian Dr APT 40, Clearwater, FL 33763","10 Papaya St APT 505, Clearwater, FL 33767","3055 Casa Del Sol Cir APT 307, Clearwater, FL 33761","2675 Firestone Dr, Clearwater, FL 33761","1554 Tilley Ave, Clearwater, FL 33756","1230 Gulf Blvd APT 1704, Clearwater, FL 33767","2421 Old Coach Trl, Clearwater, FL 33765","2222 Norwegian Dr APT 46, Clearwater, FL 33763","2331 Finlandia Ln APT 15, Clearwater, FL 33763","1560 Gulf Blvd APT 1607, Clearwater, FL 33767","2400 Franciscan Dr APT 52, Clearwater, FL 33763","2371 Israeli Dr APT 61, Clearwater, FL 33763","2436 Rhodesian Dr APT 22, Clearwater, FL 33763","1609 Miller Ave, Clearwater, FL 33756","1020 Mandalay Ave, Clearwater, FL 33767","11 San Marco St APT 706, Clearwater, FL 33767","521 Mandalay Ave APT 810, Clearwater, FL 33767","2453 Brazilia Dr APT 49, Clearwater, FL 33763","2257 World Parkway Blvd W APT 63, Clearwater, FL 33763","2416 World Parkway Blvd APT 50, Clearwater, FL 33763","331 Cleveland St APT 104, Clearwater, FL 33755","1200 Gulf Blvd APT 1001, Clearwater, FL 33767","701 S Madison Ave APT 413, Clearwater, FL 33756","701 S Madison Ave APT 211, Clearwater, FL 33756","616 Wildwood Way, Clearwater, FL 33756","11 Baymont St APT 403, Clearwater, FL 33767","1180 Gulf Blvd APT 1505, Clearwater, FL 33767","1180 Gulf Blvd APT 2201, Clearwater, FL 33767","1180 Gulf Blvd APT 305, Clearwater, FL 33767","2433 Gulf To Bay Blvd, Clearwater, FL 33765","Belle Haven Dr, Clearwater, FL 33763","880 Mandalay Ave APT S302, Clearwater, FL 33767","1208 N Fort Harrison Ave, Clearwater, FL 33755","1100 S Myrtle Ave, Clearwater, FL 33756","24862 Us Highway 19 N APT 1902, Clearwater, FL 33763","2625 State Road 590 APT 2721, Clearwater, FL 33759","1284 Calusa Cir, Clearwater, FL 33755","2730 Via Tivoli UNIT 331B, Clearwater, FL 33764","1330 Parkwood St, Clearwater, FL 33755","30 Turner St APT 302, Clearwater, FL 33756","1008 La Salle St, Clearwater, FL 33755","2549 Highland Acres Dr, Clearwater, FL 33761","1575 Greenlea Dr APT 9, Clearwater, FL 33755","2431 Franciscan Dr APT 49, Clearwater, FL 33763","219 N Missouri Ave, Clearwater, FL 33755","1006 Jeffords St, Clearwater, FL 33756","701 S Madison Ave APT 514, Clearwater, FL 33756","1465 Eastfield Dr, Clearwater, FL 33764"
48,1/31/2006,280.1145161,343793.13,56598.38,96805.645,157186.59,436816.21,119080.75,71214.95833,240963.4,381618.78,579783.1575,349396.93,84337.19,175679.13,327168.5233,174558.37,581767.8367,507143.9,445502.1,500419.34,124404.36,65004.08,77052.25,119827.9233,152983.74,1180160.28,98066.5,99467.45,107242.7225,143317.185,309834.102,94517.42667,111235.43,368169.66,262117.745,970297.97,333706.29,164471.53,1339354.898,90081.085,59820.565,3934708.17,82936.24,2459227.63,184365.02,87979.66,318435.935,347715.79,179881.98,237320.93,126253.614,47912.49,588118.81,369010.23,335107.24,684504.17,306247.67,90501.37,96385.36,189688.63,238441.69,78173.01,230596.37,65844.65,38386.03,1252169.11,225272.76,26618.05,653403.08,128887.4,79293.77,2416078.37,75090.92,108153.34,67245.6,1204256.62,84057,90221.18,1173435.72,91622.13,374053.65,69487.12,321377.93,423367.09,119360.94,73689.97,1133088.36,67525.79,105631.63,114877.9,94984.41,433453.93,708040.13,1683101.33,87979.66,83216.43,59960.66,828241.64,1016529.32,588118.81,254972.9,8405.7,1009244.38,888202.3,3186881.06,1100306.13,1154102.61,37265.27,326701.54,274866.39,201456.61,35864.32,50714.39,200896.23,180162.17,59400.28,182403.69,78733.39,131128.92,59400.28,80134.34,493414.59,220509.53,2815068.93,198094.33
49,2/28/2006,282.4464286,346472.898,57039.548,97560.217,158411.814,440221.066,120008.95,71770.05833,242841.64,384593.388,584302.3995,352120.378,84994.574,177048.498,329718.7073,175919.002,586302.5487,511096.94,448974.66,504319.964,125374.056,65510.768,77652.85,120761.9473,154176.204,1189359.288,98830.9,100242.77,108078.6485,144434.301,312249.1692,95254.16267,112102.478,371039.436,264160.877,977861.162,336307.434,165753.538,1349794.782,90783.241,60286.849,3965378.082,83582.704,2478396.598,185802.092,88665.436,320918.051,350426.134,181284.108,239170.778,127237.7244,48285.954,592703.026,371886.558,337719.304,689839.682,308634.782,91206.802,97136.656,191167.198,240300.274,78782.346,232393.802,66357.89,38685.238,1261929.406,227028.696,26825.53,658496.168,129892.04,79911.842,2434911.002,75676.232,108996.364,67769.76,1213643.452,84712.2,90924.428,1182582.312,92336.298,376969.29,70028.752,323882.978,426667.114,120291.324,74264.362,1141920.456,68052.134,106454.998,115773.34,95724.786,436832.578,713559.098,1696220.618,88665.436,83865.078,60428.036,834697.544,1024452.872,592703.026,256960.34,8471.22,1017111.148,895125.58,3211721.876,1108882.698,1163098.506,37555.742,329248.084,277008.894,203026.906,36143.872,51109.694,202462.158,181566.482,59863.288,183825.474,79347.094,132151.032,59863.288,80758.964,497260.614,222228.338,2837011.578,199638.418
50,3/31/2006,284.7945161,349439.784,57527.984,98395.636,159768.312,443990.728,121036.6,72384.63333,244921.12,387886.704,589305.846,355135.624,85722.392,178564.584,332542.1253,177425.416,591323.1227,515473.52,452819.28,508638.512,126447.648,66071.744,78317.8,121796.0453,155496.432,1199543.904,99677.2,101101.16,109004.138,145671.108,314922.9936,96069.83467,113062.424,374216.688,266422.916,986234.696,339187.272,167172.904,1361353.225,91560.628,60803.092,3999334.056,84298.432,2499619.384,187393.136,89424.688,323666.108,353426.872,182836.464,241218.824,128327.2752,48699.432,597778.408,375071.064,340611.232,695746.856,311277.656,91987.816,97968.448,192804.184,242357.992,79456.968,234383.816,66926.12,39016.504,1272735.448,228972.768,27055.24,664134.944,131004.32,80596.136,2455761.416,76324.256,109929.712,68350.08,1224036.016,85437.6,91703.024,1192708.896,93126.984,380197.32,70628.416,326656.424,430320.712,121321.392,74900.296,1151698.848,68634.872,107366.584,116764.72,96544.488,440573.224,719669.384,1710745.544,89424.688,84583.224,60945.488,841845.152,1033225.376,597778.408,259160.72,8543.76,1025820.784,902790.64,3239224.208,1118378.184,1173058.248,37877.336,332067.472,279380.952,204765.448,36453.376,51547.352,204195.864,183121.256,60375.904,185399.592,80026.552,133282.656,60375.904,81450.512,501518.712,224131.304,2861305.224,201347.944
51,4/30/2006,285.7786667,350638.172,57725.27363,98733.0794,160316.2302,445513.3742,121451.6896,72632.87317,245761.0659,389216.944,591326.8438,356353.5456,86016.37308,179176.9632,333682.5636,178033.8885,593351.0386,517241.3132,454372.2033,510382.8648,126881.2945,66298.33407,78586.38736,122213.7394,156029.7,1203657.686,100019.0385,101447.8819,109377.9628,146170.6805,316003.0078,96399.30183,113450.1665,375500.0473,267336.6014,989616.9434,340350.4995,167746.2159,1366021.925,91874.63104,61011.61346,4013049.592,84587.52967,2508191.716,188035.7923,89731.36593,324776.1063,354638.9335,183463.4934,242046.0731,128767.3678,48866.44451,599828.4621,376357.3533,341779.3429,698132.8885,312345.1687,92303.28407,98304.42637,193465.3973,243189.1478,79729.46209,235187.6247,67155.64011,39150.30934,1277100.237,229758.0198,27148.02473,666412.5648,131453.5934,80872.53681,2464183.339,76586.00659,110306.711,68584.48352,1228233.792,85730.6044,92017.51538,1196799.237,93446.35879,381501.1896,70870.63297,327776.6775,431796.4775,121737.4582,75157.16319,1155648.547,68870.2522,107734.7929,117165.1593,96875.58297,442084.15,722137.4577,1716612.469,89731.36593,84873.29835,61154.4978,844732.222,1036768.776,599828.4621,260049.5,8573.06044,1029338.79,905886.7198,3250332.981,1122213.612,1177081.198,38007.23462,333206.2824,280339.0764,205467.6819,36578.39121,51724.13132,204896.1445,183749.2621,60582.96044,186035.4115,80300.99945,133739.7429,60582.96044,81729.84286,503238.6478,224899.9522,2871117.941,202038.4577
52,5/31/2006,286.7196774,351816.901,57919.32681,99064.9872,160855.1601,447011.0421,121859.9698,72877.04075,246587.233,390525.362,593314.6882,357551.4878,86305.53154,179779.2966,334804.2934,178632.3792,595345.6877,518980.1066,455899.6516,512098.6024,127307.8273,66521.20703,78850.56868,122624.5814,156554.22,1207703.983,100355.2692,101788.9159,109745.6551,146662.0577,317065.3049,96723.36425,113831.5482,376762.3536,268235.2982,992943.7067,341494.6447,168310.123,1370614.037,92183.48302,61216.71423,4026540.131,84871.88484,2516623.423,188667.9062,90033.01297,325867.8957,355831.1118,184080.2367,242859.7515,129200.2409,49030.71725,601844.886,377622.5416,342928.2914,700479.7792,313395.1693,92613.57703,98634.89319,194115.7636,244006.6689,79997.48604,235978.2474,67381.39505,39281.91967,1281393.423,230530.3899,27239.28736,668652.8224,131895.4967,81144.40341,2472467.105,76843.4633,110677.5255,68815.04176,1232362.706,86018.8022,92326.84769,1200822.479,93760.4944,382783.6698,71108.87648,328878.5537,433248.0337,122146.6991,75409.81659,1159533.454,69101.7711,108096.9614,117559.0297,97201.24648,443570.29,724565.0438,1722383.149,90033.01297,85158.61418,61360.0789,847571.931,1040254.048,601844.886,260923.7,8601.88022,1032799.085,908932.0099,3261259.521,1125986.121,1181038.154,38135.00231,334326.4112,281281.4832,206158.3959,36701.3556,51898.01066,205584.9373,184366.966,60786.62022,186660.8008,80570.94473,134189.3314,60786.62022,82004.59143,504930.3689,225655.9911,2880769.686,202717.6438
53,6/30/2006,287.6586667,352957.6065,58107.12022,99386.1883,161376.7052,448460.3981,122255.0797,73113.33196,247386.7495,391791.573,595238.4085,358710.7867,86585.36231,180362.1999,335889.8385,179211.5638,597275.9932,520662.8099,457377.8275,513758.9936,127720.6009,66736.89055,79106.22802,123022.1704,157061.82,1211619.754,100680.6538,102118.9489,110101.4865,147137.5841,318093.3344,97036.97304,114200.6274,377983.9404,269105.0048,996163.1551,342601.8821,168855.8395,1375058.016,92482.37203,61415.19885,4039595.491,85147.06725,2524783.139,189279.6292,90324.92945,326924.466,356984.8326,184677.0851,243647.1823,129619.1504,49189.69088,603796.2641,378846.9175,344040.1771,702750.9638,314411.299,92913.86055,98954.69978,194745.1504,244797.8184,80256.86407,236743.366,67599.86758,39409.28451,1285548.12,231277.8448,27327.60604,670820.8136,132323.1451,81407.50011,2480483.652,77092.61495,111036.3782,69038.16264,1236358.429,86297.7033,92626.20154,1204715.938,94064.49659,384024.7797,71339.43473,329944.8856,434652.7656,122542.7387,75654.31989,1163293.04,69325.82165,108447.4471,117940.1945,97516.40473,445008.49,726914.3208,1727967.679,90324.92945,85434.72626,61559.02835,850320.0365,1043626.892,603796.2641,261769.7,8629.77033,1036147.758,911879.0648,3271833.591,1129636.936,1184867.466,38258.64846,335410.4068,282193.4898,206826.8289,36820.35341,52066.28099,206251.5109,184964.7441,60983.71033,187266.0162,80832.18209,134624.4171,60983.71033,82270.47714,506567.5184,226387.6416,2890110.083,203374.9208
54,7/31/2006,288.4641935,353955.8909,58271.46696,99667.2863,161833.1335,449728.797,122600.8587,73320.12138,248086.4435,392899.693,596921.9455,359725.343,86830.25522,180872.3257,336839.8494,179718.4352,598965.2932,522135.4217,458671.4478,515212.0791,128081.8383,66925.64522,79329.96739,123370.119,157506.0443,1215046.628,100965.413,102407.7761,110412.891,147553.7393,318993.0107,97311.42667,114523.6257,379053.0078,269866.1254,998980.6439,343570.877,169333.4213,1378947.148,92743.9437,61588.90196,4051020.844,85387.89217,2531924.087,189814.9765,90580.39913,327849.1198,357994.5074,185199.4148,244336.2996,129985.7575,49328.81609,605504.0057,379918.4257,345013.24,704738.583,315300.5613,93176.65261,99234.57739,195295.9561,245490.19,80483.85783,237412.957,67791.06304,39520.74739,1289184.088,231931.9774,27404.89783,672718.1235,132697.4,81637.74826,2487499.305,77310.65913,111350.427,69233.42609,1239855.272,86541.78261,92888.18,1208123.285,94330.54304,385110.9326,71541.20696,330878.0822,435882.1117,122889.3313,75868.29609,1166583.23,69521.8987,108754.1735,118273.7696,97792.21435,446267.1257,728970.2822,1732854.96,90580.39913,85676.36478,61733.13826,852725.0313,1046578.624,605504.0057,262510.0739,8654.178261,1039078.337,914458.1696,3281087.451,1132831.934,1188218.675,38366.85696,336359.0617,282991.6291,207411.8057,36924.49391,52213.54217,206834.8604,185487.8874,61156.19304,187795.6683,81060.80304,135005.1809,61156.19304,82503.16609,508000.2639,227027.943,2898284.3,203950.1343
55,8/31/2006,289.2641935,354948.1604,58434.82348,99946.69065,162286.8117,450989.5535,122944.5543,73525.66486,248781.9217,394001.1365,598595.339,360733.7865,87073.67261,181379.3778,337784.1364,180222.2526,600644.4149,523599.1609,459957.2739,516656.4096,128440.8991,67113.26261,79552.3587,123715.9712,157947.5922,1218452.854,101248.4565,102694.863,110722.4192,147967.3872,319887.2663,97584.22667,114844.6778,380115.6339,270622.6602,1001781.157,344534.0335,169808.1257,1382812.848,93003.93935,61761.55848,4062377.357,85627.26609,2539022.008,190347.0983,90834.32957,328768.2024,358998.0987,185718.5974,245021.2648,130350.1557,49467.10304,607201.4578,380983.4778,345980.44,706714.2265,316184.4657,93437.8613,99512.7687,195843.443,246178.39,80709.48391,238078.5135,67981.10652,39631.5387,1292798.149,232582.1687,27481.72391,674604.0017,133069.4,81866.60913,2494472.687,77527.38957,111662.5835,69427.51304,1243331.046,86784.3913,93148.58,1211510.103,94594.98652,386190.5413,71741.76348,331805.6561,437104.0509,123233.8357,76080.98304,1169853.595,69716.79435,109059.0517,118605.3348,98066.36217,447518.1778,731013.8561,1737712.795,90834.32957,85916.54739,61906.19913,855115.5357,1049512.572,607201.4578,263245.987,8678.43913,1041991.258,917021.7348,3290285.556,1136007.682,1191549.693,38474.41348,337302.0009,283784.9596,207993.2578,37028.00696,52359.91609,207414.6952,186007.8787,61327.63652,188322.1291,81288.04652,135383.6504,61327.63652,82734.45304,509424.377,227664.3865,2906409.265,204521.8822
56,9/30/2006,290.0633333,355908.4213,58592.91043,100217.082,162725.8552,452209.6404,123277.163,73724.5779,249454.9652,395067.0496,600214.7521,361709.6996,87309.23783,181870.0735,338697.9625,180709.8178,602269.3714,525015.6826,461201.6217,518054.1487,128788.3774,67294.82783,79767.57609,124050.6668,158374.8965,1221749.202,101522.3696,102972.6891,111021.9627,148367.6915,320752.675,97848.22667,115155.3735,381143.9817,271354.7907,1004491.331,345466.1204,170267.517,1386553.848,93255.54804,61928.64543,4073367.531,85858.91826,2545890.965,190862.0548,91080.0687,329657.6372,359969.3161,186221.0322,245684.1343,130702.7992,49600.92913,608844.1535,382014.1735,346916.44,708626.1396,317039.857,93690.64391,99781.98609,196373.2691,246844.39,80927.83174,238722.6004,68165.01957,39738.75609,1296295.627,233211.3861,27556.07174,676429.0452,133429.4,82088.08739,2501221.122,77737.1287,111964.6704,69615.33913,1246694.698,87019.17391,93400.58,1214787.668,94850.89957,387235.3239,71935.85043,332703.3083,438286.5726,123567.227,76286.80913,1173018.464,69905.40304,109354.0952,118926.2043,98331.66652,448728.8735,732991.5083,1742413.926,91080.0687,86148.98217,62073.67739,857428.927,1052351.877,608844.1535,263958.1609,8701.917391,1044810.215,919502.6043,3299186.947,1139080.987,1194773.258,38578.50043,338214.5226,284552.6987,208555.9535,37128.18087,52501.56826,207975.8257,186511.0961,61493.54957,188831.6074,81507.95957,135749.9113,61493.54957,82958.27913,510802.5509,228280.2996,2914272.134,205075.1865
57,10/31/2006,289.49,355196.2278,58475.66261,100016.5417,162400.2313,451304.7426,123030.4783,73577.05072,248955.7913,394276.4974,599013.6874,360985.8974,87134.52696,181506.1409,338020.2081,180348.207,601064.1954,523965.0957,460278.7304,517017.4922,128530.6643,67160.16696,79607.95652,123802.4342,158057.9791,1219304.41,101319.2174,102766.6348,110799.8013,148070.7991,320110.8303,97652.42667,114924.9409,380381.2904,270811.7939,1002481.285,344774.8226,169926.8017,1383779.273,93068.93826,61804.72261,4065216.485,85687.10957,2540796.489,190480.1287,90897.81217,328997.973,359248.9965,185848.393,245192.5061,130441.2553,49501.67478,607625.8209,381249.7409,346222.24,707208.1374,316405.4417,93503.16348,99582.31652,195980.3148,246350.44,80765.89043,238244.9026,68028.61739,39659.23652,1293701.664,232744.7165,27500.93043,675075.4713,133162.4,81923.82435,2496216.033,77581.57217,111740.6226,69476.03478,1244199.99,86845.04348,93213.68,1212356.807,94661.09739,386460.4435,71791.90261,332037.5496,437409.5357,123319.9617,76134.15478,1170671.186,69765.51826,109135.2713,118688.2261,98134.89913,447830.9409,731524.7496,1738927.254,90897.81217,85976.59304,61949.46435,855713.1617,1050246.059,607625.8209,263429.9652,8684.504348,1042719.489,917662.6261,3292585.082,1136801.619,1192382.447,38501.30261,337537.7357,283983.2922,208138.6209,37053.88522,52396.50957,207559.6539,186137.8765,61370.49739,188453.7443,81344.85739,135478.2678,61370.49739,82792.27478,509780.4052,227823.4974,2908440.506,204664.8191
58,11/30/2006,288.8706667,354452.0257,58353.14522,99806.98848,162059.9726,450359.1752,122772.7065,73422.89312,248434.1826,393450.4148,597758.6423,360229.5648,86951.96391,181125.8517,337311.9929,179970.3439,599804.8541,522867.2913,459314.3609,515934.2443,128261.3687,67019.45391,79441.16304,123543.0451,157726.8183,1216749.741,101106.9348,102551.3196,110567.6551,147760.5633,319440.1385,97447.82667,114684.1517,379584.3209,270244.3928,1000380.9,344052.4552,169570.7735,1380879.998,92873.94152,61675.23022,4056699.1,85507.57913,2535473.047,190081.0374,90707.36435,328308.6611,358496.303,185459.0061,244678.7822,130167.9566,49397.95957,606352.7317,380450.9517,345496.84,705726.4048,315742.5135,93307.25696,99373.67304,195569.6996,245834.29,80596.67087,237745.7352,67886.08478,39576.14304,1290991.119,232257.073,27443.31087,673661.0626,132883.4,81752.1787,2490985.996,77419.02435,111506.5052,69330.46957,1241593.159,86663.08696,93018.38,1209816.694,94462.76478,385650.737,71641.48522,331341.8691,436493.0813,123061.5835,75974.63957,1168218.412,69619.34652,108906.6126,118439.5522,97929.28826,446892.6517,729992.0691,1735283.878,90707.36435,85796.45609,61819.6687,853920.2835,1048045.598,606352.7317,262878.0304,8666.308696,1040534.797,915739.9522,3285686.503,1134419.808,1189884.184,38420.63522,336830.5313,283388.2943,207702.5317,36976.25043,52286.72913,207124.7778,185747.883,61241.91478,188058.8987,81174.42478,135194.4157,61241.91478,82618.80957,508712.3204,227346.1648,2902346.782,204236.0083
59,12/31/2006,288.25,353683.0167,58226.54391,99590.45011,161708.372,449382.0889,122506.3424,73263.59692,247895.187,392596.7961,596461.7623,359448.0211,86763.31543,180732.8863,336580.1705,179579.8854,598503.5347,521732.8935,458317.8457,514814.8883,127983.0965,66874.05043,79268.80978,123275.0096,157384.6187,1214109.916,100887.5761,102328.8272,110327.7707,147439.9862,318747.0904,97236.40667,114435.3363,378760.7857,269658.0784,998210.5028,343306.0089,169202.8776,1377884.081,92672.44489,61541.42141,4047897.803,85322.06435,2529972.158,189668.643,90510.56826,327596.3721,357718.5198,185056.6396,244147.9341,129885.548,49290.78717,605037.2063,379625.5363,344747.26,704195.2811,315057.4876,93104.82022,99158.07478,195145.3972,245300.935,80421.81065,237229.9289,67738.80109,39490.27978,1288190.222,231753.1748,27383.77065,672199.507,132595.1,81574.81152,2485581.625,77251.05826,111264.5839,69180.05217,1238899.434,86475.06522,92816.57,1207191.91,94257.82109,384814.0402,71486.05391,330622.9993,435546.0785,122794.5926,75809.80717,1165683.879,69468.30239,108670.332,118182.5891,97716.8237,445923.0863,728408.2993,1731519.056,90510.56826,85610.31457,61685.54652,852067.6426,1045771.789,605037.2063,262307.6978,8647.506522,1038277.283,913753.1891,3278557.973,1131958.604,1187302.645,38337.27891,336099.7535,282773.4633,207251.9063,36896.02783,52173.28935,206675.4059,185344.8898,61109.04609,187650.8915,80998.31109,134901.1017,61109.04609,82439.56217,507608.6328,226852.9211,2896049.934,203792.9037
60,1/31/2007,287.0719355,352189.9,57980.73333,99170.01667,161025.7,447484.9667,121989.1667,72954.30556,246848.6667,390939.4,593943.725,357930.5667,86397.03333,179969.9,335159.2556,178821.7667,595976.8778,519530.3333,456383,512641.5333,127442.8,66591.73333,78934.16667,122754.5889,156720.2,1208984.4,100461.6667,101896.8333,109862.0083,146817.55,317401.46,96825.91111,113952.2333,377161.8,268519.6833,993996.4333,341856.7,168488.5667,1372067.172,92281.21667,61281.61667,4030809.1,84961.86667,2519291.567,188867.9333,90128.46667,326213.3833,356208.3667,184275.4,243117.2333,129337.22,49082.7,602482.9667,378022.9,343291.8667,701222.4333,313727.4333,92711.76667,98739.46667,194321.5667,244265.3667,80082.3,236228.4333,67452.83333,39323.56667,1282751.967,230774.8,27268.16667,669361.7333,132035.3333,81230.43333,2475088.433,76924.93333,110794.8667,68888,1233669.267,86110,92424.73333,1202095.6,93859.9,383189.5,71184.26667,329227.2333,433707.3667,122276.2,75489.76667,1160762.8,69175.03333,108211.5667,117683.6667,97304.3,444040.5667,725333.2333,1724209.233,90128.46667,85248.9,61425.13333,848470.5333,1041356.933,602482.9667,261200.3333,8611,1033894.067,909895.6667,3264717.133,1127179.9,1182290.3,38175.43333,334680.8667,281579.7,206376.9667,36740.26667,51953.03333,205802.9,184562.4333,60851.06667,186858.7,80656.36667,134331.6,60851.06667,82091.53333,505465.7,225895.2333,2883823.9,202932.5667
61,2/28/2007,285.8794048,350819.4773,57755.12178,98784.13156,160399.1253,445743.7369,121514.4889,72670.42963,245888.1422,389418.1973,591632.6027,356537.8062,86060.84978,179269.6107,333855.1016,178125.9449,593657.8441,517508.7644,454607.1467,510646.7698,126946.9013,66332.61511,78627.02222,122276.9327,156110.3787,1204280.064,100070.7556,101500.3378,109434.5191,146246.2613,316166.4043,96449.14726,113508.8284,375694.208,267474.8338,990128.6471,340526.4853,167832.9529,1366728.257,91922.13689,61043.16089,4015124.629,84631.26756,2509488.633,188133.0204,89777.76356,324944.0391,354822.3076,183558.3573,242171.2284,128833.9499,48891.712,600138.6169,376551.9573,341956.0676,698493.8738,312506.6738,92351.01156,98355.25689,193565.4329,243314.8942,79770.688,235309.2338,67190.36444,39170.55289,1277760.59,229876.8213,27162.06222,666757.1484,131521.5644,80914.35378,2465457.5,76625.60711,110363.7476,68619.94667,1228868.878,85774.93333,92065.09511,1197418.069,93494.67733,381698.4533,70907.27822,327946.1618,432019.7476,121800.4053,75196.02489,1156246.101,68905.86311,107790.4996,117225.7422,96925.67467,442312.7396,722510.8551,1717500.082,89777.76356,84917.184,61186.11911,845169.0098,1037304.86,600138.6169,260183.9644,8577.493333,1029871.033,906355.1289,3252013.639,1122793.877,1177689.835,38026.88711,333378.5742,280484.032,205573.9236,36597.30489,51750.87644,205002.0907,183844.2738,60614.28622,186131.6053,80342.52089,133808.896,60614.28622,81772.10311,503498.8587,225016.2418,2872602.517,202142.9262
